Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
vans-sh-8-hi-1,,,,,,,,,6,,black,,,VN-07-black-6,0.0,shopify,3,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/c33f5349bfd035c332b547fc332060bb_aadad8c7-c572-4953-8275-d0cb4e5ea6ae.jpg?v=1667516211,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-1,,,,,,,,,7,,black,,,VN-07-black-7,0.0,shopify,10,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/57379e1ebd610e5938fc62a64c800d36_2542e0f9-2bd9-457c-a345-37d7048422fc.jpg?v=1667516211,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-1,,,,,,,,,8,,black,,,VN-07-black-8,0.0,shopify,0,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/f04a0ae799824ed5458e4f8c22691354_dd844619-d4f0-4576-bc14-55d7fada973a.jpg?v=1667516211,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-1,,,,,,,,,9,,black,,,VN-07-black-9,0.0,shopify,16,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-1,,,,,,,,,10,,black,,,VN-07-black-10,0.0,shopify,17,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-1,,,,,,,,,11,,black,,,VN-07-black-11,0.0,shopify,19,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-1,,,,,,,,,12,,black,,,VN-07-black-12,0.0,shopify,6,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-1,,,,,,,,,14,,black,,,VN-07-black-14,0.0,shopify,7,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-lo-pro-burgandy-white-2,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,"The forefather of the Vans family, the original Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. Now remodeled into a low top lace-up with a slim silhouette, the Vans Authentic Lo Pro features sturdy canvas uppers with lower sidewalls, metal eyelets, and low profile mini waffle outsoles for a lightweight feel.",VANS,,SHOES,"egnition-sample-data, men, sale, summer, vans",true,Size,4,Color,burgandy,,,VN-01-burgandy-4,0.0,shopify,17,deny,manual,29.00,99.95,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/9f190cba7218c819c81566bca6298c6a_8ab90b3f-33d4-4434-bb17-552772b5d37b.jpg?v=1667516208,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-authentic-lo-pro-burgandy-white-2,,,,,,,,,5,,burgandy,,,VN-01-burgandy-5,0.0,shopify,10,deny,manual,29.00,99.95,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/57a6013d4b24210dd35456e5890e9a2e_ccd9e613-cddb-4ab4-8571-7ddef49451d5.jpg?v=1667516208,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-lo-pro-burgandy-white-2,,,,,,,,,10,,burgandy,,,VN-01-burgandy-10,0.0,shopify,9,deny,manual,29.00,99.95,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/10835069b66a4a8ffc47febc6e88aee7_f73a60d8-a4b3-4229-8ca4-09bdcc5eead7.jpg?v=1667516208,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-lo-pro-burgandy-white-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/81ae3a034de733944fd314f6d27c844f_9c757692-9968-4ed9-90ac-e9aef863668d.jpg?v=1667516209,4,,,,,,,,,,,,,,,,,,,,,,,,
vans-authentic-lo-pro-burgandy-white-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/1580fdd3164d608c47a5d7d6eccbf4cc_b371148a-e095-4cf4-a8d3-57c4c03660ad.jpg?v=1667516209,5,,,,,,,,,,,,,,,,,,,,,,,,
vans-era-59-desert-cowboy-1,VANS | ERA 59 (DESERT COWBOY),"Vans are a staple in skate culture and street style, and the Vans Era 59 is no exception. This classic lace-up skate shoe is focused on ultimate comfort and cool. Constructed from canvas with leather accents which sets it apart from the original Era, it features a soft footbed, double stitched vamp, a padded tongue and lining, as well as Vans' signature waffle sole. ",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,9,Color,light_brown,,,VN-06-light_brown-9,0.0,shopify,17,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b6257e8a4b6a5805da251cb090a82b09_61519d97-ce3e-449a-a6c7-9f190dd6ac76.jpg?v=1667516207,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-era-59-desert-cowboy-1,,,,,,,,,10,,light_brown,,,VN-06-light_brown-10,0.0,shopify,11,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d025a70b9e83bf6749e31faffbf0eda2_b54bba35-cfa1-41d5-83f5-e922e3b44ed1.jpg?v=1667516207,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-desert-cowboy-1,,,,,,,,,11,,light_brown,,,VN-06-light_brown-11,0.0,shopify,1,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/aff688191f200039ff779e53441f786e_48b7c18e-49e9-47bf-aab4-f7425c5eaf80.jpg?v=1667516207,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-desert-cowboy-1,,,,,,,,,12,,light_brown,,,VN-06-light_brown-12,0.0,shopify,11,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/dad6dc6854fa34fc6c3a653283b72fa8_ba1392ab-fc0b-4df7-8ff4-0ca6d169c018.jpg?v=1667516207,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-desert-cowboy-1,,,,,,,,,13,,light_brown,,,VN-06-light_brown-13,0.0,shopify,7,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/4082c622251534264e7eedf8f34682f8_132076d9-1f86-4908-91d5-21673541f97c.jpg?v=1667516207,5,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-1,ADIDAS | SUPERSTAR 80S,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",ADIDAS,,SHOES,"adidas, autumn, egnition-sample-data, men, spring, summer",true,Size,5,Color,white,,,AD-01-white-5,0.0,shopify,5,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/44694ee386818f3276566210464cf341_a9ffa030-1bb9-45fd-9514-3ac841c18173.jpg?v=1667516202,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
adidas-superstar-80s-1,,,,,,,,,6,,white,,,AD-01-white-6,0.0,shopify,9,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b5176e5151cdf20d15cff3f551274753_90607705-8ef6-4a38-a38b-f22d73509efd.jpg?v=1667516202,2,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-1,,,,,,,,,7,,white,,,AD-01-white-7,0.0,shopify,20,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/6eb0aa9fdb271e5954b2f0d09a0640e4_9ab97333-ef3e-46b4-8175-ec7844feef89.jpg?v=1667516202,3,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-1,,,,,,,,,9,,white,,,AD-01-white-9,0.0,shopify,4,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/015219de8a5be46a3b0a7b9089112d74_a7b34899-8949-4188-86f9-f3f6912cac13.jpg?v=1667516202,4,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-1,,,,,,,,,10,,white,,,AD-01-white-10,0.0,shopify,15,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e8490702c423e6c62d356cace500822f_3a9d77ac-500c-4caf-b9e7-8318f52b39a2.jpg?v=1667516202,5,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-1,,,,,,,,,11,,white,,,AD-01-white-11,0.0,shopify,17,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-1,,,,,,,,,12,,white,,,AD-01-white-12,0.0,shopify,5,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider-1,SUPRA | MENS VAIDER,Supra introduces the Vaider. A stylishly designed high top upper on a vulcanized sole that supplies excellent traction and board feel. A padded collar and tongue lining provide superior comfort,SUPRA,,SHOES,"autumn, egnition-sample-data, men, spring, summer, supra",true,Size,9,Color,gray,,,su-01-gray-9,0.0,shopify,1,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/401f6d6c355012d9eb8749feda025256_d5f03e77-2ffb-4b0a-b2d7-c121856aada5.jpg?v=1667516198,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
supra-mens-vaider-1,,,,,,,,,10,,gray,,,su-01-gray-10,0.0,shopify,12,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/2b2fdffdc54e25749cffcc79cc55064a_3106f343-eabf-4c8d-ba93-978aad285121.jpg?v=1667516198,2,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider-1,,,,,,,,,11,,gray,,,su-01-gray-11,0.0,shopify,15,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b34a89dd1559c69852bd8268db4ed9e2_c4631951-e224-4014-8e33-d8c93a374ee9.jpg?v=1667516198,3,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider-1,,,,,,,,,12,,gray,,,su-01-gray-12,0.0,shopify,8,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ae9ae979b6a39043dead233f0b95c469_a2997943-9fb4-4238-af99-969c7cb9dff7.jpg?v=1667516198,4,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d4a80c3f805447df25a794dafa25a8ac_e1310b47-f0b4-48cb-89fd-83cfe5c1e998.jpg?v=1667516198,5,,,,,,,,,,,,,,,,,,,,,,,,
puma-suede-classic-regal-1,PUMA | SUEDE CLASSIC REGAL,"First introduced in 1968, the Puma Suede Classic is Puma's most epic sneaker with its athletic inspired design and smooth suede. The Puma Suede Classic Regal Red/White is constructed with a suede upper and contrasting low profile rubber sole, and fat laces, the classic continues to make its mark on the streets today.",PUMA,,SHOES,"egnition-sample-data, men, puma, summer",true,Size,5,Color,red,,,PM-01-red-5,0.0,shopify,17,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e7a2b189514d134630552681e4c8bc07_9ec7c5d2-6b51-4044-96ec-530e2d1e909e.jpg?v=1667516194,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
puma-suede-classic-regal-1,,,,,,,,,6,,red,,,PM-01-red-6,0.0,shopify,12,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/5fe3e1be9e0d18d258b82926ae85b615_b7ed28ce-828b-4c4a-9ef2-9b00e4c19c0c.jpg?v=1667516194,2,,,,,,,,,,,,,,,,,,,kg,,,,,
puma-suede-classic-regal-1,,,,,,,,,7,,red,,,PM-01-red-7,0.0,shopify,16,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ecea2098a51def12d369589555d311b8_fd50c3bf-f247-4be1-a260-900cc36f3650.jpg?v=1667516194,3,,,,,,,,,,,,,,,,,,,kg,,,,,
puma-suede-classic-regal-1,,,,,,,,,8,,red,,,PM-01-red-8,0.0,shopify,17,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/0507c91ca02c25cbadad6a2b0e01c914_eb8a74a2-96c4-4c69-b8c7-c9c106b14fa8.jpg?v=1667516194,4,,,,,,,,,,,,,,,,,,,kg,,,,,
puma-suede-classic-regal-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/a9395927d8bbeb473d8d51156f730f21_0ad6ed69-c4be-4078-b48d-fa16fb9ea429.jpg?v=1667516194,5,,,,,,,,,,,,,,,,,,,,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack-1,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK,"The iconic ASICS Tiger GEL-Lyte III was originally released in 1990. Having over two decades of performance heritage, it offers fine design detailing and a padded split tongue to eliminate tongue movement, built on a sleek silhouette. It comes as no surprise the Gel-Lyte III is a fast growing popular choice for sneaker enthusiasts all over the world.",ASICS TIGER,,SHOES,"asics-tiger, autumn, egnition-sample-data, men, spring",true,Size,4,Color,black,,,AsTi-01-black-4,0.0,shopify,5,deny,manual,220.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/343bfbfc1a10a39a528a3d34367669c2_917966b2-509f-44fa-9135-ec81d7c31962.jpg?v=1667516190,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
asics-tiger-gel-lyte-v-30-years-of-gel-pack-1,,,,,,,,,8,,black,,,AsTi-01-black-8,0.0,shopify,14,deny,manual,220.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/548e71e82d4b2d3bdd2b739b4872edc9_21840315-6a70-40eb-b6df-0bbe5fa6232f.jpg?v=1667516190,2,,,,,,,,,,,,,,,,,,,kg,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack-1,,,,,,,,,14,,black,,,AsTi-01-black-14,0.0,shopify,5,deny,manual,220.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/92b18b29e25d47479716de9da45c6f11_01346ccf-0748-40f0-9e7e-da51f915b7b9.jpg?v=1667516190,3,,,,,,,,,,,,,,,,,,,kg,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/849cb34b82473241efdfcf60f9106452_b8c7ac23-5d5d-4548-b1cd-e84e45928f4a.jpg?v=1667516190,4,,,,,,,,,,,,,,,,,,,,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/262cb366636c10febf8b843a1d0853c5_30e6ce80-6fa0-476f-8c60-b7c5b378236d.jpg?v=1667516190,5,,,,,,,,,,,,,,,,,,,,,,,,
palladium-pallatech-hi-tx-chevron-1,PALLADIUM | PALLATECH HI TX | CHEVRON,"The Palladium iconic classic receives a subtle, yet stylish update. The Pallatech Hi TX features a full grain leather upper with cotton canvas and soft cuff around the collar, providing even more comfort. The boot is finished with a single-unit molded rubber outsole, offering excellent traction while exploring your city. The EVA-cushioned footbed and hugging heel cup cradle the foot for lasting support.",PALLADIUM,,SHOES,"egnition-sample-data, men, palladium, winter",true,Size,9,Color,red,,,"PAL-01
-red-9",0.0,shopify,16,deny,manual,159.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/09ba62adafa6de79108792f1e5467f6e_ddf33696-94b9-44e3-9a6c-f9db2e180ec9.jpg?v=1667516185,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
palladium-pallatech-hi-tx-chevron-1,,,,,,,,,10,,red,,,"PAL-01
-red-10",0.0,shopify,6,deny,manual,159.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/6996e186647807bebac34facded1b121_e2fd05ea-b4f1-4970-8211-7fa21ee0d686.jpg?v=1667516185,2,,,,,,,,,,,,,,,,,,,kg,,,,,
palladium-pallatech-hi-tx-chevron-1,,,,,,,,,12,,red,,,"PAL-01
-red-12",0.0,shopify,10,deny,manual,159.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/a800346484623127603c77b6ad2d6237_3b6203be-8f3d-4496-a417-f1de97d611a7.jpg?v=1667516185,3,,,,,,,,,,,,,,,,,,,kg,,,,,
palladium-pallatech-hi-tx-chevron-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/916ee4322e17f26d06193fec211e2378_1cfea8ec-325a-4cf7-a983-06851dcd8a61.jpg?v=1667516185,4,,,,,,,,,,,,,,,,,,,,,,,,
palladium-pallatech-hi-tx-chevron-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/7b92aa501b2b0a8f5f5b8b8ad2b4a7a5_d7c0dcf0-c2c8-4cf6-b138-b7eabd919fc9.jpg?v=1667516185,5,,,,,,,,,,,,,,,,,,,,,,,,
vans-sk8-hi-decon-cutout-leaves-white-1,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,The Vans Cut Out Sk8-Hi Decon brings a twist to the iconic Vans Sk8-Hi silhouette: a new deconstructed leather high-top upper with a custom die cut design that lets the material shape on its own accord without much structural constriction. It also features signature rubber waffle outsoles.,VANS,,SHOES,"autumn, egnition-sample-data, men, spring, summer, vans",true,Size,4,Color,white,,,"VN-05
-white-4",0.0,shopify,7,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/327cd936d9a9c409cd8b36987158013f_248ec4f6-c9e1-4429-8384-c28e0ebcfbdb.jpg?v=1667516180,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-sk8-hi-decon-cutout-leaves-white-1,,,,,,,,,5,,white,,,"VN-05
-white-5",0.0,shopify,4,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/3b4c16b45a527577c1593577e61e3582_dedb6360-caf3-4b9b-acf8-ce2fe95b97ed.jpg?v=1667516180,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white-1,,,,,,,,,6,,white,,,"VN-05
-white-6",0.0,shopify,20,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/95d47d370756e9b154d4c501f8320e38_325451d4-7673-46c0-a0f6-8c1da62d8acb.jpg?v=1667516180,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white-1,,,,,,,,,7,,white,,,"VN-05
-white-7",0.0,shopify,19,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/c461facd876a1d239856452e67eb6eca_a4888647-0733-4db5-b8ce-e99feca10b0d.jpg?v=1667516180,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white-1,,,,,,,,,8,,white,,,"VN-05
-white-8",0.0,shopify,20,deny,manual,179.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/3b86153167fd83f23d8439ce2915dbea_4a71ae08-b1c9-45ca-8dbe-8f11d2f41259.jpg?v=1667516180,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white-1,,,,,,,,,9,,white,,,"VN-05
-white-9",0.0,shopify,5,deny,manual,179.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sk8-hi-decon-cutout-leaves-white-1,,,,,,,,,10,,white,,,"VN-05
-white-10",0.0,shopify,3,deny,manual,179.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-moroccan-geo-dress-blues-1,"VANS | 
ERA 59 MOROCCAN | GEO/DRESS BLUES","Vans are a staple in skate culture and street style, and the Vans Era 59 is no exception. This classic lace-up skate shoe is focused on ultimate comfort and cool. Constructed from canvas with leather accents which sets it apart from the original Era, it features a soft footbed, double stitched vamp, a padded tongue and lining, as well as Vans' signature waffle sole.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,8,Color,blue,,,VN-04-blue-8,0.0,shopify,11,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/7902bf65776d504e75f86c8e8781d802_44fcf8a9-b659-4d28-be1a-51ab9a4c003d.jpg?v=1667516176,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-era-59-moroccan-geo-dress-blues-1,,,,,,,,,9,,blue,,,VN-04-blue-9,0.0,shopify,15,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/7e4ed4d7bcaacd26e7f097b409482b69_a5bcbaac-53ef-4cdf-854d-60a03da3f038.jpg?v=1667516176,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-moroccan-geo-dress-blues-1,,,,,,,,,10,,blue,,,VN-04-blue-10,0.0,shopify,0,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/c949bf0d87f8b78d40168b5151722e85_4686c23b-1c90-4c99-a393-937bdbccb204.jpg?v=1667516176,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-moroccan-geo-dress-blues-1,,,,,,,,,13,,blue,,,VN-04-blue-13,0.0,shopify,5,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e7c08b210a216180cf2fd67db48a2f00_43f51ed0-f2f9-40d6-a863-e96dba4706c5.jpg?v=1667516176,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-moroccan-geo-dress-blues-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/38477bb8d671b64c9609744176e6f1fc_3e28307b-5075-42b0-967f-72a3558df11f.jpg?v=1667516176,5,,,,,,,,,,,,,,,,,,,,,,,,
vans-authentic-butterfly-true-white-black-1,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,"The forefather of the Vans family, the Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. The Vans Authentic is constructed from canvas and Vans' signature waffle outsole construction.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,4,Color,white,,,VN-03-white-4,0.0,shopify,15,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/883c6488076367d30ddd8481164ec7e2_6ec0b7a4-5b02-4f70-90a5-ba26a8be280e.jpg?v=1667516171,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-authentic-butterfly-true-white-black-1,,,,,,,,,5,,white,,,VN-03-white-5,0.0,shopify,2,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/97f3ba542625b7e4fe30c276b8bf66a0_98dfac29-428f-4ea1-8163-b8570f2153ac.jpg?v=1667516171,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black-1,,,,,,,,,6,,white,,,VN-03-white-6,0.0,shopify,11,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/f42609d166105b49504e80f4bc612a53_fa34fe43-a57d-4557-9842-3c28534dd7f9.jpg?v=1667516171,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black-1,,,,,,,,,7,,white,,,VN-03-white-7,0.0,shopify,1,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e60d1540185ee255777337253ca2c12c_96cccbc6-38e6-4033-9999-41f60e9fc5c3.jpg?v=1667516171,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black-1,,,,,,,,,8,,white,,,VN-03-white-8,0.0,shopify,3,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/0e58afcbaca0ca4565c195d678d1619f_40d8ee4b-5fa6-4018-8f4a-982799b24a35.jpg?v=1667516171,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black-1,,,,,,,,,9,,white,,,VN-03-white-9,0.0,shopify,16,deny,manual,109.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson-1,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,"The forefather of the Vans family, the Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. The Vans Authentic is constructed from canvas and Vans' signature waffle outsole construction.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,5,Color,red,,,VN-02-red-5,0.0,shopify,0,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d841f71ea6845bf6005453e15a18c632_c1578b78-c938-4400-ad7c-75d56afd7a1f.jpg?v=1667516166,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-authentic-multi-eyelets-gradient-crimson-1,,,,,,,,,6,,red,,,VN-02-red-6,0.0,shopify,6,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/3b606f0309eac2cc095a912eb26d7c73_aee54286-1381-4b88-ab60-66011e0b99e1.jpg?v=1667516166,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson-1,,,,,,,,,7,,red,,,VN-02-red-7,0.0,shopify,12,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/364ba59021acf686e6da73715e110f39_c87661ff-140a-4969-b314-9c826d778979.jpg?v=1667516166,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson-1,,,,,,,,,8,,red,,,VN-02-red-8,0.0,shopify,13,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/be935fef3876ebfdd8e3f0760406d363_7429f34d-b265-4b7b-81da-80092d5b47f0.jpg?v=1667516166,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson-1,,,,,,,,,9,,red,,,VN-02-red-9,0.0,shopify,17,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/240a66624494c29907de282b681e33e3_10681912-ee49-40ae-a339-0909728ed25e.jpg?v=1667516166,5,,,,,,,,,,,,,,,,,,,kg,,,,,
